id	mode_of_inheritance	Gene	confidence_level	name	disease_group	disease_sub_group	status
285	AR	TRAPPC6B	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TRAPPC9	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD/AR	TREX1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TRIM8	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TRIO	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TRIP12	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TRIT1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TRMT1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TRMT10A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TRNT1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TRPM3	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TRRAP	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TSC1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TSC2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TSEN2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TSEN34	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TSEN54	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TSFM	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TSHB	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	TSPAN7	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TSPOAP1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TTC19	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TTC37	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TTC5	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TTC8	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TTI1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TTI2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TUBA1A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TUBB	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TUBB2A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TUBB2B	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TUBB3	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TUBB4A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TUBG1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TUBGCP6	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	TUSC3	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	TWIST1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	U2AF2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UBA5	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	UBAP2L	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	UBE2A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	UBE3A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UBE3B	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UBE4A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UBR1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UBR7	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	UBTF	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UFM1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UFSP2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UGDH	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UGP2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UMPS	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UNC80	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	UPF3B	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	UROC1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	USP7	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	USP9X	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	VAMP2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VARS	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VARS2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	VCP	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VLDLR	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VPS11	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VPS13B	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VPS41	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	VPS4A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VPS53	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	VRK1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	WAC	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WARS2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	WASF1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	WDFY3	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WDPCP	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	WDR26	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	WDR37	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WDR4	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	WDR45	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WDR45B	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	WDR5	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WDR62	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WDR73	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WDR81	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WIPI2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	WNK3	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WNT1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	WWOX	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	XRCC4	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	XYLT1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	YIF1B	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	YIPF5	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	YWHAG	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	YY1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZBTB18	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZBTB20	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ZBTB24	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZBTB47	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZBTB7A	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	ZC4H2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	ZDHHC9	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZEB2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZFHX3	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZFHX4	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	ZFX	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ZFYVE26	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZIC1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZIC2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZMIZ1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZMYM2	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	ZMYM3	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZMYND11	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZMYND8	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ZNF142	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZNF292	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ZNF335	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZNF462	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ZNF526	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ZNF699	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	ZNF711	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ZNFX1	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ZSWIM6	3	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ACADSB	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ACADVL	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ACAT1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ACP5	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ACTA2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ACVR1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ADA	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ADAMTS10	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ADPRHL2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	AGAP1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AGMO	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AGPAT3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AGPS	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AGXT	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AIMP2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AIPL1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AIRE	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AK2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AKR1D1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	AKT1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ALAD	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ALDOA	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ALG14	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ALPL	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ALX3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD/AR	ALX4	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD/AR	ANO5	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ANTXR1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	AP1B1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	AP2S1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ARHGAP35	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ARL14EP	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ARMC4	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ASCC3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ASTN1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ATG4D	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ATP11A	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	ATP6AP1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ATXN2L	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	ATXN7L3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	B3GALT6	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	B4GALT1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	B9D1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	BCORL1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	BORCS8	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	BSND	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	C16orf62	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	C8orf37	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CACNA2D2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD/AR	CACNB4	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CAMK2G	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CAPZA2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CARS2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD/AR	CASR	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CCDC186	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CCDC88A	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CD96	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CDC42BPB	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CDK9	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CDKN1C	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CEP295	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD/AR	CEP63	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CHD1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CHL1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CHRM1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CHST14	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CIAO1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CLCN2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CNPY3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	COG3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	COPB1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	COQ9	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	COX7B	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CPSF3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CRBN	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CRELD1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	CSTF2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CTC1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	CTNND2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	NA	CYP27A1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	CYP2U1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DALRD3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DCC	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DDOST	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	DDX17	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	DDX53	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DENND5A	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DHRSX	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	DHX32	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DLAT	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	NA	DLG1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	NA	DLG2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	DOCK8	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DONSON	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DPH2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DPM3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	DPYSL2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	DROSHA	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	DYNC1I2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	EEF1B2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	EFNB1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	EMG1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	EPB41L1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	EPHA7	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	ERGIC3	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	EXOC2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	EXOC7	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	EXOSC8	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	FAAH2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	FAM120C	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FANCA	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FANCC	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FANCD2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FANCE	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FANCF	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FANCG	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FANCI	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FARSB	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FDFT1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FEM1C	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	FGF13	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FGF14	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FGFR2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FIBP	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FICD	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FOSL2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FOXP4	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FOXR1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FRA10AC1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FRAS1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FREM2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FRRS1L	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FRY	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FRYL	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FTO	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	FUK	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	FZR1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	GABBR1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	GATA6	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	GBA	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	GBA2	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AR	GEMIN4	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	AD	GIGYF1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
285	XL	GJB1	2	Intellectual disability	Neurology and neurodevelopmental disorders	Neurodevelopmental disorders	public
